,Metadata_plate_map_name,Metadata_control_type,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_broad_sample.1,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,average_precision,p_value
208,S-C-7314-04-CMP-001,trt,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122249,I17,9,615,615,615,615,2023_08_02_Batch5,1.0,0.00059994
209,S-C-7314-04-CMP-001,trt,BRD-K83192048-050-01-9,2.0425,5.0,DMSO,K83192048,BRD-K83192048-050-03-5,dimethindene-(S)-(+),acetylcholine receptor antagonist,BR00122249,I18,9,3948,3948,3948,3948,2023_08_02_Batch5,1.0,0.00059994
210,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,I19,9,3920,3920,3920,3920,2023_08_02_Batch5,,1.0
211,S-C-7314-04-CMP-001,trt,BRD-K82941592-238-06-9,2.6182,5.0,DMSO,K82941592,BRD-K82941592-238-03-7,rosuvastatin,HMGCR inhibitor,BR00122249,I20,9,3911,3911,3911,3911,2023_08_02_Batch5,0.4772727272727273,0.05059494
212,S-C-7314-04-CMP-001,trt,BRD-K54955827-001-03-9,1.6019,5.0,DMSO,K54955827,BRD-K54955827-001-02-2,niraparib,PARP inhibitor,BR00122249,I21,9,2413,2413,2413,2413,2023_08_02_Batch5,1.0,0.00059994
213,S-C-7314-04-CMP-001,trt,BRD-K66401437-001-03-3,2.8303,5.0,DMSO,K66401437,BRD-K66401437-001-03-3,THZ1,CDK inhibitor,BR00122249,I22,9,355,355,355,355,2023_08_02_Batch5,1.0,0.00059994
214,S-C-7314-04-CMP-001,trt,BRD-K45909031-001-03-9,2.4849,5.0,DMSO,K45909031,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,BR00122249,I23,9,3149,3149,3149,3149,2023_08_02_Batch5,1.0,0.00059994
215,S-C-7314-04-CMP-001,trt,BRD-K93942811-001-03-9,1.9224,5.0,DMSO,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,BR00122249,I24,9,3641,3641,3641,3641,2023_08_02_Batch5,1.0,0.00059994
216,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,J01,9,3734,3734,3734,3734,2023_08_02_Batch5,,1.0
217,S-C-7314-04-CMP-001,trt,BRD-K69023402-001-03-3,0.2167,0.333,DMSO,K69023402,BRD-K69023402-001-07-4,Thapsigargin,ER stressor (SERCA inhibitor),BR00122249,J02,9,458,458,458,458,2023_08_02_Batch5,1.0,0.00059994
218,S-C-7314-04-CMP-001,trt,BRD-K12511835-003-03-9,1.6309,5.0,DMSO,K12511835,BRD-K12511835-003-01-2,BMS-863233,CDC inhibitor,BR00122249,J03,9,3191,3191,3191,3191,2023_08_02_Batch5,1.0,0.00059994
219,S-C-7314-04-CMP-001,trt,BRD-K06883221-001-02-9,2.0725,5.0,DMSO,K06883221,BRD-K06883221-001-01-9,apratastat,tumor necrosis factor production inhibitor,BR00122249,J04,9,4359,4359,4359,4359,2023_08_02_Batch5,0.13323278029160382,0.6618338
220,S-C-7314-04-CMP-001,trt,BRD-K12737986-001-01-4,1.2215,5.0,DMSO,K12737986,BRD-K12737986-001-01-4,veliparib,PARP inhibitor,BR00122249,J05,9,3799,3799,3799,3799,2023_08_02_Batch5,0.3277777777777778,0.15418458
221,S-C-7314-04-CMP-001,trt,BRD-K19477839-001-10-9,1.797,5.0,DMSO,K19477839,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,BR00122249,J06,9,3838,3838,3838,3838,2023_08_02_Batch5,0.5111111111111111,0.03759624
222,S-C-7314-04-CMP-001,trt,BRD-A12994259-001-11-9,1.3662,5.0,DMSO,A12994259,BRD-A12994259-001-02-1,pomalidomide,tumor necrosis factor production inhibitor,BR00122249,J07,9,3932,3932,3932,3932,2023_08_02_Batch5,0.3106060606060606,0.16788322
223,S-C-7314-04-CMP-001,trt,BRD-K60130390-001-02-1,2.7335,5.0,DMSO,K60130390,BRD-K60130390-001-02-1,UNC0642,histone lysine methyltransferase inhibitor,BR00122249,J08,9,3579,3579,3579,3579,2023_08_02_Batch5,1.0,0.00059994
224,S-C-7314-04-CMP-001,trt,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122249,J09,9,1440,1440,1440,1440,2023_08_02_Batch5,1.0,0.00059994
225,S-C-7314-04-CMP-001,trt,BRD-K83192048-050-01-9,2.0425,5.0,DMSO,K83192048,BRD-K83192048-050-03-5,dimethindene-(S)-(+),acetylcholine receptor antagonist,BR00122249,J10,9,3823,3823,3823,3823,2023_08_02_Batch5,1.0,0.00059994
226,S-C-7314-04-CMP-001,trt,BRD-K36234266-001-10-6,1.0702,5.0,DMSO,K36234266,BRD-K36234266-001-09-8,carmustine,DNA inhibitor,BR00122249,J11,9,3832,3832,3832,3832,2023_08_02_Batch5,0.2157407407407407,0.3308669
227,S-C-7314-04-CMP-001,trt,BRD-K57080016-001-19-1,2.2884,5.0,DMSO,K57080016,BRD-K57080016-001-01-9,selumetinib,MEK inhibitor,BR00122249,J12,9,3514,3514,3514,3514,2023_08_02_Batch5,0.3833333333333333,0.13038696
228,S-C-7314-04-CMP-001,trt,BRD-K93942811-001-03-9,1.9224,5.0,DMSO,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,BR00122249,J13,9,3389,3389,3389,3389,2023_08_02_Batch5,1.0,0.00059994
229,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,J14,9,3654,3654,3654,3654,2023_08_02_Batch5,,1.0
230,S-C-7314-04-CMP-001,trt,BRD-K67772619-001-06-9,1.4213,5.0,DMSO,K67772619,BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,BR00122249,J15,9,3416,3416,3416,3416,2023_08_02_Batch5,1.0,0.00059994
231,S-C-7314-04-CMP-001,trt,BRD-K25611237-001-09-9,1.7471,5.0,DMSO,K25611237,BRD-K25611237-001-02-1,ML324,histone lysine demethylase inhibitor,BR00122249,J16,9,3468,3468,3468,3468,2023_08_02_Batch5,1.0,0.00059994
232,S-C-7314-04-CMP-001,trt,BRD-K33818169-003-04-6,3.0926,5.0,DMSO,K33818169,BRD-K33818169-003-04-6,GW-3965,LXR agonist,BR00122249,J17,9,3915,3915,3915,3915,2023_08_02_Batch5,0.7666666666666666,0.0024997501
233,S-C-7314-04-CMP-001,trt,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122249,J18,9,3659,3659,3659,3659,2023_08_02_Batch5,0.5277777777777778,0.03219678
234,S-C-7314-04-CMP-001,trt,BRD-K25433859-003-03-1,1.5693,5.0,DMSO,K25433859,BRD-K25433859-003-23-9,maprotiline,tricyclic antidepressant,BR00122249,J19,9,3660,3660,3660,3660,2023_08_02_Batch5,1.0,0.00059994
235,S-C-7314-04-CMP-001,trt,BRD-K76908866-001-08-9,2.3477,5.0,DMSO,K76908866,BRD-K76908866-001-07-6,CP-724714,EGFR inhibitor,BR00122249,J20,9,3726,3726,3726,3726,2023_08_02_Batch5,1.0,0.00059994
236,S-C-7314-04-CMP-001,trt,BRD-K54955827-001-03-9,1.6019,5.0,DMSO,K54955827,BRD-K54955827-001-02-2,niraparib,PARP inhibitor,BR00122249,J21,9,2204,2204,2204,2204,2023_08_02_Batch5,1.0,0.00059994
237,S-C-7314-04-CMP-001,trt,BRD-K72951360-001-02-9,3.6182,5.0,DMSO,K72951360,BRD-K72951360-001-01-4,valrubicin,DNA inhibitor,BR00122249,J22,9,517,517,517,517,2023_08_02_Batch5,1.0,0.00059994
238,S-C-7314-04-CMP-001,trt,BRD-K38627885-001-01-9,2.0674,5.0,DMSO,K38627885,BRD-K38627885-001-01-9,APY0201,phosphoinositide dependent kinase inhibitor,BR00122249,J23,9,2225,2225,2225,2225,2023_08_02_Batch5,1.0,0.00059994
239,S-C-7314-04-CMP-001,trt,BRD-K61688984-001-04-5,1.812,5.0,DMSO,K61688984,BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,BR00122249,J24,9,2744,2744,2744,2744,2023_08_02_Batch5,1.0,0.00059994
240,S-C-7314-04-CMP-001,trt,BRD-K64881305-001-07-9,2.5853,5.0,DMSO,K64881305,BRD-K64881305-001-05-2,ispinesib,kinesin inhibitor,BR00122249,K01,9,717,717,717,717,2023_08_02_Batch5,1.0,0.00059994
241,S-C-7314-04-CMP-001,trt,BRD-K83607951-001-04-9,2.1271,5.0,DMSO,K83607951,BRD-K83607951-001-02-2,skepinone-l,p38 MAPK inhibitor,BR00122249,K02,9,3188,3188,3188,3188,2023_08_02_Batch5,0.5888888888888889,0.01839816
242,S-C-7314-04-CMP-001,trt,BRD-K97452254-001-02-9,2.3578,5.0,DMSO,K97452254,BRD-K97452254-001-01-3,AMG-925,CDK inhibitor,BR00122249,K03,9,2193,2193,2193,2193,2023_08_02_Batch5,1.0,0.00059994
243,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,K04,9,3985,3985,3985,3985,2023_08_02_Batch5,,1.0
244,S-C-7314-04-CMP-001,trt,BRD-K82164249-001-03-5,2.2068,5.0,DMSO,K82164249,BRD-K82164249-001-03-5,andarine,androgen receptor modulator,BR00122249,K05,9,3763,3763,3763,3763,2023_08_02_Batch5,0.6805555555555555,0.01039896
245,S-C-7314-04-CMP-001,trt,BRD-K54955827-001-03-9,1.6019,5.0,DMSO,K54955827,BRD-K54955827-001-02-2,niraparib,PARP inhibitor,BR00122249,K06,9,2146,2146,2146,2146,2023_08_02_Batch5,1.0,0.00059994
246,S-C-7314-04-CMP-001,trt,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122249,K07,9,1374,1374,1374,1374,2023_08_02_Batch5,1.0,0.00059994
247,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,K09,9,3723,3723,3723,3723,2023_08_02_Batch5,,1.0
248,S-C-7314-04-CMP-001,trt,BRD-K91900765-001-09-9,2.1813,5.0,DMSO,K91900765,BRD-K91900765-001-08-4,VX-745,p38 MAPK inhibitor,BR00122249,K08,9,3631,3631,3631,3631,2023_08_02_Batch5,0.7555555555555555,0.00359964
249,S-C-7314-04-CMP-001,trt,BRD-K32730239-001-03-9,1.3065,5.0,DMSO,K32730239,BRD-K32730239-001-01-0,SU3327,JNK inhibitor,BR00122249,K10,9,3733,3733,3733,3733,2023_08_02_Batch5,0.25396825396825395,0.24727528
250,S-C-7314-04-CMP-001,trt,BRD-K63631219-001-01-6,1.1784,5.0,DMSO,K63631219,BRD-K63631219-001-01-6,quazinone,phosphodiesterase inhibitor,BR00122249,K11,9,3735,3735,3735,3735,2023_08_02_Batch5,0.16428571428571428,0.49475053
251,S-C-7314-04-CMP-001,trt,BRD-K73397362-001-09-9,2.6031,5.0,DMSO,K73397362,BRD-K73397362-001-06-6,purmorphamine,smoothened receptor agonist,BR00122249,K12,9,3699,3699,3699,3699,2023_08_02_Batch5,1.0,0.00059994
252,S-C-7314-04-CMP-001,trt,BRD-K88677950-001-04-9,2.3812,5.0,DMSO,K88677950,BRD-K88677950-001-03-9,PD-198306,MAP kinase inhibitor,BR00122249,K13,9,3125,3125,3125,3125,2023_08_02_Batch5,0.8055555555555555,0.00179982
253,S-C-7314-04-CMP-001,trt,BRD-K24600306-003-02-9,2.3445,5.0,DMSO,K24600306,BRD-K24600306-003-02-9,ML-298,phospholipase inhibitor,BR00122249,K14,9,3607,3607,3607,3607,2023_08_02_Batch5,1.0,0.00059994
254,S-C-7314-04-CMP-001,trt,BRD-K01826510-001-09-9,1.8745,5.0,DMSO,K01826510,BRD-K01826510-300-06-9,hydroxyzine,antihistamine,BR00122249,K15,9,3878,3878,3878,3878,2023_08_02_Batch5,1.0,0.00059994
255,S-C-7314-04-CMP-001,trt,BRD-K25611237-001-09-9,1.7471,5.0,DMSO,K25611237,BRD-K25611237-001-02-1,ML324,histone lysine demethylase inhibitor,BR00122249,K16,9,3212,3212,3212,3212,2023_08_02_Batch5,1.0,0.00059994
256,S-C-7314-04-CMP-001,trt,BRD-K66401437-001-03-3,2.8303,5.0,DMSO,K66401437,BRD-K66401437-001-03-3,THZ1,CDK inhibitor,BR00122249,K17,9,319,319,319,319,2023_08_02_Batch5,1.0,0.00059994
257,S-C-7314-04-CMP-001,trt,BRD-K30707190-001-06-9,1.6017,5.0,DMSO,K30707190,BRD-K30707190-001-04-1,PNU-74654,beta-catenin inhibitor,BR00122249,K18,9,3766,3766,3766,3766,2023_08_02_Batch5,0.37142857142857144,0.13438655
258,S-C-7314-04-CMP-001,trt,BRD-K04923131-001-17-9,1.7809,5.0,DMSO,K04923131,BRD-K04923131-001-15-4,GSK-3-inhibitor-IX,glycogen synthase kinase inhibitor,BR00122249,K19,9,1624,1624,1624,1624,2023_08_02_Batch5,1.0,0.00059994
259,S-C-7314-04-CMP-001,trt,BRD-K84937637-001-21-9,4.5709,5.0,DMSO,K84937637,BRD-K84937637-001-11-5,sirolimus,mTOR inhibitor,BR00122249,K20,9,2583,2583,2583,2583,2023_08_02_Batch5,1.0,0.00059994
260,S-C-7314-04-CMP-001,trt,BRD-K50055394-001-04-9,2.0844,5.0,DMSO,K50055394,BRD-K50055394-001-03-6,halopemide,phospholipase inhibitor,BR00122249,K21,9,3929,3929,3929,3929,2023_08_02_Batch5,1.0,0.00059994
261,S-C-7314-04-CMP-001,trt,BRD-K03063480-001-08-9,2.0974,5.0,DMSO,K03063480,BRD-K03063480-001-06-6,PF-477736,CHK inhibitor,BR00122249,K22,9,406,406,406,406,2023_08_02_Batch5,1.0,0.00059994
262,S-C-7314-04-CMP-001,trt,BRD-K16803204-001-02-9,2.1275,5.0,DMSO,K16803204,BRD-K16803204-001-01-6,filgotinib,JAK inhibitor,BR00122249,K23,9,4017,4017,4017,4017,2023_08_02_Batch5,0.5166666666666667,0.03409659
263,S-C-7314-04-CMP-001,trt,BRD-K23383398-001-08-1,2.4067,5.0,DMSO,K23383398,BRD-K23383398-001-09-9,T-0901317,LXR agonist,BR00122249,K24,9,3302,3302,3302,3302,2023_08_02_Batch5,1.0,0.00059994
264,S-C-7314-04-CMP-001,trt,BRD-K73397362-001-09-9,2.6031,5.0,DMSO,K73397362,BRD-K73397362-001-06-6,purmorphamine,smoothened receptor agonist,BR00122249,L01,9,3614,3614,3614,3614,2023_08_02_Batch5,0.8055555555555555,0.00179982
265,S-C-7314-04-CMP-001,trt,BRD-K39520573-001-01-2,2.6047,5.0,DMSO,K39520573,BRD-K39520573-001-03-8,GW-5074,RAF inhibitor,BR00122249,L02,9,3828,3828,3828,3828,2023_08_02_Batch5,0.3666666666666667,0.13638636
266,S-C-7314-04-CMP-001,trt,BRD-K60130390-001-02-1,2.7335,5.0,DMSO,K60130390,BRD-K60130390-001-02-1,UNC0642,histone lysine methyltransferase inhibitor,BR00122249,L03,9,3500,3500,3500,3500,2023_08_02_Batch5,1.0,0.00059994
267,S-C-7314-04-CMP-001,trt,BRD-K86718786-001-03-9,1.4917,5.0,DMSO,K86718786,BRD-K86718786-001-03-9,SGC-707,protein arginine N-methyltransferase inhibitor,BR00122249,L04,9,3784,3784,3784,3784,2023_08_02_Batch5,0.5526315789473685,0.02409759
268,S-C-7314-04-CMP-001,trt,BRD-K97452254-001-02-9,2.3578,5.0,DMSO,K97452254,BRD-K97452254-001-01-3,AMG-925,CDK inhibitor,BR00122249,L05,9,2298,2298,2298,2298,2023_08_02_Batch5,1.0,0.00059994
269,S-C-7314-04-CMP-001,trt,BRD-K70578146-001-13-9,0.16697,0.133,DMSO,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),BR00122249,L06,9,543,543,543,543,2023_08_02_Batch5,1.0,0.00059994
270,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,L07,9,4085,4085,4085,4085,2023_08_02_Batch5,,1.0
271,S-C-7314-04-CMP-001,trt,BRD-K32730239-001-03-9,1.3065,5.0,DMSO,K32730239,BRD-K32730239-001-01-0,SU3327,JNK inhibitor,BR00122249,L08,9,3826,3826,3826,3826,2023_08_02_Batch5,0.19823232323232323,0.37556243
272,S-C-7314-04-CMP-001,trt,BRD-K20290250-001-03-9,2.0624,5.0,DMSO,K20290250,BRD-K20290250-001-02-1,BIX-02188,MEK inhibitor,BR00122249,L09,9,3765,3765,3765,3765,2023_08_02_Batch5,1.0,0.00059994
273,S-C-7314-04-CMP-001,trt,BRD-K38627885-001-01-9,2.0674,5.0,DMSO,K38627885,BRD-K38627885-001-01-9,APY0201,phosphoinositide dependent kinase inhibitor,BR00122249,L10,9,2291,2291,2291,2291,2023_08_02_Batch5,1.0,0.00059994
274,S-C-7314-04-CMP-001,trt,BRD-K24600306-003-02-9,2.3445,5.0,DMSO,K24600306,BRD-K24600306-003-02-9,ML-298,phospholipase inhibitor,BR00122249,L11,9,3778,3778,3778,3778,2023_08_02_Batch5,1.0,0.00059994
275,S-C-7314-04-CMP-001,trt,BRD-K84937637-001-21-9,4.5709,5.0,DMSO,K84937637,BRD-K84937637-001-11-5,sirolimus,mTOR inhibitor,BR00122249,L12,9,2443,2443,2443,2443,2023_08_02_Batch5,1.0,0.00059994
276,S-C-7314-04-CMP-001,trt,BRD-K72951360-001-02-9,3.6182,5.0,DMSO,K72951360,BRD-K72951360-001-01-4,valrubicin,DNA inhibitor,BR00122249,L13,9,510,510,510,510,2023_08_02_Batch5,1.0,0.00059994
277,S-C-7314-04-CMP-001,trt,BRD-K75009076-001-04-9,1.8813,5.0,DMSO,K75009076,BRD-K75009076-001-02-1,SCH-900776,CHK inhibitor,BR00122249,L14,9,686,686,686,686,2023_08_02_Batch5,0.8333333333333334,0.00109989
278,S-C-7314-04-CMP-001,trt,BRD-A87435144-001-01-6,2.3944,5.0,DMSO,A87435144,BRD-A87435144-001-01-6,AZD7545,pyruvate dehydrogenase kinase inhibitor,BR00122249,L15,9,3436,3436,3436,3436,2023_08_02_Batch5,0.8666666666666667,0.00109989
279,S-C-7314-04-CMP-001,trt,BRD-K56932272-001-02-9,2.4378,5.0,DMSO,K56932272,BRD-K56932272-001-02-9,BMS-566419,inosine monophosphate dehydrogenase inhibitor,BR00122249,L16,9,2454,2454,2454,2454,2023_08_02_Batch5,1.0,0.00059994
280,S-C-7314-04-CMP-001,trt,BRD-K85776940-001-01-9,1.983,5.0,DMSO,K85776940,BRD-K85776940-001-01-9,delta-Tocotrienol,HMGCR inhibitor,BR00122249,L17,9,3711,3711,3711,3711,2023_08_02_Batch5,0.7916666666666666,0.00219978
281,S-C-7314-04-CMP-001,trt,BRD-K30707190-001-06-9,1.6017,5.0,DMSO,K30707190,BRD-K30707190-001-04-1,PNU-74654,beta-catenin inhibitor,BR00122249,L18,9,3863,3863,3863,3863,2023_08_02_Batch5,0.5396825396825397,0.02749725
282,S-C-7314-04-CMP-001,trt,BRD-K61688984-001-04-5,1.812,5.0,DMSO,K61688984,BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,BR00122249,L19,9,2607,2607,2607,2607,2023_08_02_Batch5,1.0,0.00059994
283,S-C-7314-04-CMP-001,trt,BRD-K44227013-001-15-9,2.6628,5.0,DMSO,K44227013,BRD-K44227013-001-08-0,ponatinib,Bcr-Abl kinase inhibitor,BR00122249,L20,9,610,610,610,610,2023_08_02_Batch5,1.0,0.00059994
284,S-C-7314-04-CMP-001,trt,BRD-K87632963-001-05-9,2.0918,5.0,DMSO,K87632963,BRD-K87632963-001-05-9,GNF-5,Bcr-Abl kinase inhibitor,BR00122249,L21,9,3731,3731,3731,3731,2023_08_02_Batch5,0.9166666666666666,0.00079992
285,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,L22,9,4013,4013,4013,4013,2023_08_02_Batch5,,1.0
286,S-C-7314-04-CMP-001,trt,BRD-K98251413-001-07-9,1.7617,5.0,DMSO,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,BR00122249,L23,9,4254,4254,4254,4254,2023_08_02_Batch5,0.28421900161030594,0.1949805
287,S-C-7314-04-CMP-001,trt,BRD-K83607951-001-04-9,2.1271,5.0,DMSO,K83607951,BRD-K83607951-001-02-2,skepinone-l,p38 MAPK inhibitor,BR00122249,L24,9,3006,3006,3006,3006,2023_08_02_Batch5,0.9166666666666666,0.00079992
288,S-C-7314-04-CMP-001,trt,BRD-K76908866-001-08-9,2.3477,5.0,DMSO,K76908866,BRD-K76908866-001-07-6,CP-724714,EGFR inhibitor,BR00122249,M01,9,3959,3959,3959,3959,2023_08_02_Batch5,0.9166666666666666,0.00079992
289,S-C-7314-04-CMP-001,trt,BRD-K67772619-001-06-9,1.4213,5.0,DMSO,K67772619,BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,BR00122249,M02,9,3931,3931,3931,3931,2023_08_02_Batch5,0.8055555555555555,0.00179982
290,S-C-7314-04-CMP-001,trt,BRD-K99433989-001-02-9,2.4503,5.0,DMSO,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,BR00122249,M03,9,3999,3999,3999,3999,2023_08_02_Batch5,1.0,0.00059994
291,S-C-7314-04-CMP-001,trt,BRD-K12511835-003-03-9,1.6309,5.0,DMSO,K12511835,BRD-K12511835-003-01-2,BMS-863233,CDC inhibitor,BR00122249,M04,9,3143,3143,3143,3143,2023_08_02_Batch5,1.0,0.00059994
292,S-C-7314-04-CMP-001,trt,BRD-K17953061-001-05-1,0.012596,0.027,DMSO,K17953061,BRD-K17953061-001-14-3,Staurosporine,Apoptosis inducer (ATP-competitive kinase inhibitor),BR00122249,M05,9,1175,1175,1175,1175,2023_08_02_Batch5,1.0,0.00059994
293,S-C-7314-04-CMP-001,trt,BRD-K94455792-001-01-8,2.7432,5.0,DMSO,K94455792,BRD-K94455792-001-01-8,ICG-001,beta-catenin inhibitor,BR00122249,M06,9,2833,2833,2833,2833,2023_08_02_Batch5,1.0,0.00059994
294,S-C-7314-04-CMP-001,trt,BRD-K44227013-001-15-9,2.6628,5.0,DMSO,K44227013,BRD-K44227013-001-08-0,ponatinib,Bcr-Abl kinase inhibitor,BR00122249,M07,9,996,996,996,996,2023_08_02_Batch5,1.0,0.00059994
295,S-C-7314-04-CMP-001,trt,BRD-K63631219-001-01-6,1.1784,5.0,DMSO,K63631219,BRD-K63631219-001-01-6,quazinone,phosphodiesterase inhibitor,BR00122249,M08,9,4108,4108,4108,4108,2023_08_02_Batch5,0.11675438596491228,0.7720228
296,S-C-7314-04-CMP-001,trt,BRD-K56301217-001-02-5,4.0671,5.0,DMSO,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,BR00122249,M09,9,3111,3111,3111,3111,2023_08_02_Batch5,1.0,0.00059994
297,S-C-7314-04-CMP-001,trt,BRD-K21728777-001-03-9,2.5179,5.0,DMSO,K21728777,BRD-K21728777-001-02-3,AMG900,Aurora kinase inhibitor,BR00122249,M10,9,1105,1105,1105,1105,2023_08_02_Batch5,1.0,0.00059994
298,S-C-7314-04-CMP-001,trt,BRD-K25433859-003-03-1,1.5693,5.0,DMSO,K25433859,BRD-K25433859-003-23-9,maprotiline,tricyclic antidepressant,BR00122249,M11,9,3894,3894,3894,3894,2023_08_02_Batch5,1.0,0.00059994
299,S-C-7314-04-CMP-001,trt,BRD-K50055394-001-04-9,2.0844,5.0,DMSO,K50055394,BRD-K50055394-001-03-6,halopemide,phospholipase inhibitor,BR00122249,M12,9,3734,3734,3734,3734,2023_08_02_Batch5,1.0,0.00059994
300,S-C-7314-04-CMP-001,trt,BRD-K67578145-001-13-9,1.6719,5.0,DMSO,K67578145,BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,BR00122249,M13,9,4513,4513,4513,4513,2023_08_02_Batch5,1.0,0.00059994
301,S-C-7314-04-CMP-001,trt,BRD-K06883221-001-02-9,2.0725,5.0,DMSO,K06883221,BRD-K06883221-001-01-9,apratastat,tumor necrosis factor production inhibitor,BR00122249,M14,9,3940,3940,3940,3940,2023_08_02_Batch5,0.2810457516339869,0.19878012
302,S-C-7314-04-CMP-001,trt,BRD-K12737986-001-01-4,1.2215,5.0,DMSO,K12737986,BRD-K12737986-001-01-4,veliparib,PARP inhibitor,BR00122249,M15,9,3902,3902,3902,3902,2023_08_02_Batch5,0.44586894586894593,0.07449255
303,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,M16,9,3266,3266,3266,3266,2023_08_02_Batch5,,1.0
304,S-C-7314-04-CMP-001,trt,BRD-K83192048-050-01-9,2.0425,5.0,DMSO,K83192048,BRD-K83192048-050-03-5,dimethindene-(S)-(+),acetylcholine receptor antagonist,BR00122249,M17,9,4141,4141,4141,4141,2023_08_02_Batch5,1.0,0.00059994
305,S-C-7314-04-CMP-001,trt,BRD-K98251413-001-07-9,1.7617,5.0,DMSO,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,BR00122249,M18,9,4274,4274,4274,4274,2023_08_02_Batch5,0.6333333333333333,0.01269873
306,S-C-7314-04-CMP-001,trt,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122249,M19,9,4253,4253,4253,4253,2023_08_02_Batch5,1.0,0.00059994
307,S-C-7314-04-CMP-001,trt,BRD-K25433859-003-03-1,1.5693,5.0,DMSO,K25433859,BRD-K25433859-003-23-9,maprotiline,tricyclic antidepressant,BR00122249,M20,9,3980,3980,3980,3980,2023_08_02_Batch5,1.0,0.00059994
308,S-C-7314-04-CMP-001,trt,BRD-K93942811-001-03-9,1.9224,5.0,DMSO,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,BR00122249,M21,9,3509,3509,3509,3509,2023_08_02_Batch5,1.0,0.00059994
309,S-C-7314-04-CMP-001,trt,BRD-K85606544-001-07-5,2.7852,5.0,DMSO,K85606544,BRD-K85606544-001-09-1,neratinib,EGFR inhibitor,BR00122249,M22,9,1658,1658,1658,1658,2023_08_02_Batch5,1.0,0.00059994
310,S-C-7314-04-CMP-001,trt,BRD-K70446295-001-04-9,1.9172,5.0,DMSO,K70446295,BRD-K70446295-001-01-7,EPZ015666,protein arginine N-methyltransferase inhibitor,BR00122249,M23,9,3944,3944,3944,3944,2023_08_02_Batch5,0.8333333333333334,0.00109989
311,S-C-7314-04-CMP-001,trt,BRD-K72898849-001-03-9,2.5469,5.0,DMSO,K72898849,BRD-K72898849-001-01-8,BLU9931,FGFR inhibitor,BR00122249,M24,9,2380,2380,2380,2380,2023_08_02_Batch5,1.0,0.00059994
312,S-C-7314-04-CMP-001,trt,BRD-K70578146-001-13-9,0.16697,0.133,DMSO,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),BR00122249,N01,9,514,514,514,514,2023_08_02_Batch5,1.0,0.00059994
313,S-C-7314-04-CMP-001,trt,BRD-K12511835-003-03-9,1.6309,5.0,DMSO,K12511835,BRD-K12511835-003-01-2,BMS-863233,CDC inhibitor,BR00122249,N02,9,3196,3196,3196,3196,2023_08_02_Batch5,1.0,0.00059994
